snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1479300958,4600,41,47.14422,8.39485,7742,80,0
1479300964,4600,41,47.14668,8.39815,7742,84,0
1479300973,4700,39,47.14878,8.40070,7742,82,0
1479300979,4700,28,47.15133,8.40248,7742,77,0
1479300985,4700,28,47.15226,8.40265,7742,77,0
1479301024,4700,308,47.15808,8.39895,7742,59,9319
1479301049,4700,240,47.15840,8.39104,7742,51,9319
1479301058,4700,240,47.15674,8.39030,7742,51,9319
1479301081,4700,190,47.14919,8.39217,7742,70,9319
1479301121,4700,73,47.14871,8.40000,7742,53,9319
1479301130,4700,73,47.15277,8.40323,7742,53,9319
1479301159,4700,274,47.16112,8.40122,7742,74,9319
1479301165,4700,303,47.16160,8.40023,7742,68,9319
1479301171,4700,306,47.16215,8.39916,7742,52,9319
1479301186,4700,306,47.16219,8.39794,7742,52,9319
1479301239,4700,225,47.15712,8.38946,7742,74,9319
1479301276,4700,225,47.15245,8.38358,7742,74,9319
1479301309,4700,225,47.14965,8.38656,7742,74,9319
1479301329,4699,32,47.15728,8.39634,7742,71,9319
1479301350,4700,32,47.15723,8.39590,7742,71,9319
